analysis_date,export,GC_batch_id,GC_sample_id,type,date,doy,site,time,sedDepth,waterDepth,rep,CO2_FID,CO2_TCD,CH4_FID,CH4_TCD,N2O_ECD,,,
11/25/2021 2:42,grace_box1.txt,Incubation,2-1-F8,Atmosphere,7/27/2021,208,PB0,,,Atmosphere,,420.49914,473.52203,1.41661,0,0.46551,,,
11/25/2021 2:58,grace_box1.txt,Incubation,2-1-F9,Atmosphere,8/10/2021,222,PB0,,,Atmosphere,,416.30509,469.67472,1.28273,0,0.46731,,,
11/25/2021 3:14,grace_box1.txt,Incubation,2-1-F10,Atmosphere,8/25/2021,237,PB0,,,Atmosphere,,409.59212,462.12313,1.64867,0,0.4631,,,
11/24/2021 11:07,grace_box8.txt,Atmosphere,2-8-I7,Atmosphere,7/6/2021,187,Y0,,,Atmosphere,,393.82565,462.85212,1.40469,0,0.46524,,,
11/29/2021 0:56,grace_box5.txt,Atmosphere,2-5-B4,Atmosphere,7/20/2021,201,Y0,,,Atmosphere,,419.22601,466.78157,1.64792,0,0.46682,,,
11/29/2021 1:12,grace_box5.txt,Atmosphere,3-5-B5,Atmosphere,8/3/2021,215,Y0,,,Atmosphere,,372.04135,423.92677,1.18301,0,0.47189,,,
11/29/2021 1:28,grace_box5.txt,Atmosphere,1-5-B6,Atmosphere,8/18/2021,230,Y0,,,Atmosphere,,388.15141,434.00158,1.72305,0,0.47323,,,
11/29/2021 1:44,grace_box5.txt,Atmosphere,3-5-B7,Atmosphere,8/31/2021,243,Y0,,,Atmosphere,,436.36657,479.37985,1.49844,0,0.47584,,,
11/29/2021 1:59,grace_box5.txt,Atmosphere,1-5-B8,Atmosphere,9/13/2021,256,Y0,,,Atmosphere,,393.7973,451.66897,1.19536,0,0.48322,,,
11/29/2021 2:15,grace_box5.txt,Atmosphere,2-5-B9,Atmosphere,9/27/2021,270,Y0,,,Atmosphere,,377.19689,433.2447,1.38862,0,0.47938,,,
9/3/2021 19:18,20210906_grace.txt,Atmosphere,Box_A1,Atmosphere,5/19/2021,139,,,,Atmosphere,,432.96486,505.45688,0.10338,0,0,,,
9/3/2021 19:35,20210906_grace.txt,Atmosphere,Box_A2,Atmosphere,5/26/2021,146,,,,Atmosphere,,591.27381,630.12098,0.35202,0,0,,,
9/3/2021 19:53,20210906_grace.txt,Atmosphere,Box_A3,Atmosphere,5/30/2021,150,,,,Atmosphere,,306.24335,384.08137,-0.17731,0,0,,,
9/3/2021 20:11,20210906_grace.txt,Atmosphere,Box_A4,Atmosphere,6/1/2021,152,,,,Atmosphere,,427.24749,496.45813,0.00984,0,0,,,
9/3/2021 20:29,20210906_grace.txt,Atmosphere,Box_A5,Atmosphere,6/8/2021,159,,,,Atmosphere,,405.62076,474.85919,0.38214,0,0,,,
9/3/2021 20:47,20210906_grace.txt,Atmosphere,Box_A6,Atmosphere,6/8/2021,159,,,,Atmosphere,,429.17369,494.39928,1.24648,0,0,,,
9/3/2021 21:04,20210906_grace.txt,Atmosphere,Box_A7,Atmosphere,6/15/2021,166,,,,Atmosphere,,427.07106,497.38951,0.38247,0,0,,,
9/3/2021 21:22,20210906_grace.txt,Atmosphere,Box_A8,Atmosphere,6/15/2021,166,,,,Atmosphere,,431.63353,499.54904,0.21534,0,0,,,
9/3/2021 21:40,20210906_grace.txt,Atmosphere,Box_A9,Atmosphere,6/22/2021,173,,,,Atmosphere,,378.57878,453.39919,1.0625,0,0,,,
9/3/2021 21:58,20210906_grace.txt,Atmosphere,Box_A10,Atmosphere,6/22/2021,173,,,,Atmosphere,,351.29987,432.63269,0.0587,0,0,,,
9/5/2021 18:48,20210906_grace.txt,Core,Blue Rack 1_F2,Core,6/1/2021,152,CFL1,,1,,,282.51265,370.37143,6.01437,0,0,,,
9/5/2021 19:06,20210906_grace.txt,Core,Blue Rack 1_F3,Core,6/1/2021,152,CFL1,,5,,,278.90695,365.32388,29.11557,0,0,,,
9/5/2021 19:24,20210906_grace.txt,Core,Blue Rack 1_F4,Core,6/15/2021,166,CFL1,,1,,,2902.60887,2596.10021,37.72335,0,0,,,
9/5/2021 19:42,20210906_grace.txt,Core,Blue Rack 1_F5,Core,6/15/2021,166,CFL1,,5,,,2925.31203,2610.27455,256.48192,0,0,,,
11/23/2021 23:09,grace_box8.txt,Core,2-8-C8,Core,6/29/2021,180,CFL1,,1,,,802.6454,841.26712,4.59749,0,2.92723,,,
11/23/2021 23:25,grace_box8.txt,Core,2-8-D1,Core,6/29/2021,180,CFL1,,5,,,543.28968,606.72206,30.40321,0,2.23343,,,
11/26/2021 8:10,grace_box2.txt,Core,2-2-G10,Core,7/13/2021,194,CFL1,,1,,,350.61992,405.13887,5.37213,0,5.7152,,,
11/26/2021 8:26,grace_box2.txt,Core,2-2-H1,Core,7/13/2021,194,CFL1,,5,,,234.06585,298.63845,39.12913,0,1.34939,,,
11/26/2021 8:42,grace_box2.txt,Core,2-2-H2,Core,8/10/2021,222,CFL1,,1,,,1573.57027,1513.28763,39.74128,0,7.22564,,,
11/26/2021 8:57,grace_box2.txt,Core,2-2-H3,Core,8/10/2021,222,CFL1,,5,,,1631.10648,1571.6344,29.55666,0,2.39616,,,
11/26/2021 9:13,grace_box2.txt,Core,2-2-H4,Core,8/25/2021,237,CFL1,,1,,,110.96895,NA,37.33175,NA,0.95738,,,
11/26/2021 9:29,grace_box2.txt,Core,2-2-H5,Core,8/25/2021,237,CFL1,,5,,,132.21061,202.53591,76.03019,0,2.43516,,,
11/26/2021 9:45,grace_box2.txt,Core,2-2-H6,Core,8/25/2021,237,CFL1,,10,,,127.29419,198.21924,173.18691,0,2.02384,,,
11/26/2021 10:01,grace_box2.txt,Core,2-2-H7,Core,8/25/2021,237,CFL1,,15,,,132.30431,209.97353,173.50249,0,1.81591,,,
9/5/2021 3:22,20210906_grace.txt,Core,Blue Rack 1_A10,Core,6/15/2021,166,CFL2,,1,,,3165.95193,2802.54281,36.31524,0,0,,,
9/5/2021 3:40,20210906_grace.txt,Core,Blue Rack 1_A11,Core,6/15/2021,166,CFL2,,5,,,2949.80711,2628.56801,53.87354,0,0,,,
11/23/2021 23:40,grace_box8.txt,Core,2-8-D2,Core,6/29/2021,180,CFL2,,1,,,534.55929,599.53789,18.64752,0,1.96925,,,
11/26/2021 20:01,grace_box3.txt,Core,1-3-B5,Core,7/13/2021,194,CFL2,,1,,,275.47734,339.5789,79.41154,0,0.83441,,,
11/26/2021 19:29,grace_box3.txt,Core,1-3-B3,Core,8/10/2021,222,CFL2,,1,,,1449.41822,1395.605,24.69364,0,6.36699,,,
11/26/2021 19:45,grace_box3.txt,Core,1-3-B4,Core,8/10/2021,222,CFL2,,5,,,1590.96093,1537.58859,10.05752,0,4.35053,,,
11/26/2021 20:17,grace_box3.txt,Core,2-3-B6,Core,8/25/2021,237,CFL2,,1,,,95.56547,NA,61.06293,NA,1.37299,,,
11/26/2021 20:32,grace_box3.txt,Core,2-3-B7,Core,8/25/2021,237,CFL2,,5,,,126.25293,NA,247.28824,NA,2.20731,,,
11/26/2021 20:48,grace_box3.txt,Core,2-3-B8,Core,8/25/2021,237,CFL2,,10,,,134.22006,203.74002,206.87236,0,2.07463,,,
11/26/2021 21:04,grace_box3.txt,Core,2-3-B9,Core,8/25/2021,237,CFL2,,15,,,107.34043,0,373.67563,360.1827,2.49113,,,
9/5/2021 23:16,20210906_grace.txt,Core,Blue Rack 6_A5,Core,5/30/2021,150,G1,,1,,,157.8936,271.40481,13.95987,0,0,,,
9/5/2021 23:34,20210906_grace.txt,Core,Blue Rack 7_A6,Core,5/30/2021,150,G1,,5,,,132.27871,240.87852,111.41019,0,0,,,
9/5/2021 23:51,20210906_grace.txt,Core,Blue Rack 8_A7,Core,5/30/2021,150,G1,,10,,,180.71782,278.21636,605.26663,598.66484,598.66484,,,
9/6/2021 0:09,20210906_grace.txt,Core,Blue Rack 9_A8,Core,6/8/2021,159,G1,,1,,,444.72153,524.24023,1.94854,0,0,,,
9/6/2021 0:27,20210906_grace.txt,Core,Blue Rack 10_A9,Core,6/8/2021,159,G1,,5,,,475.54923,551.49103,0.58483,0,0,,,
9/6/2021 0:45,20210906_grace.txt,Core,Blue Rack 11_A10,Core,6/8/2021,159,G1,,10,,,437.14966,502.46218,0.14565,0,0,,,
9/6/2021 1:03,20210906_grace.txt,Core,Blue Rack 12_A11,Core,6/8/2021,159,G1,,15,,,457.04179,522.6507,0.59391,0,0,,,
9/6/2021 1:21,20210906_grace.txt,Core,Blue Rack 13_A12,Core,6/8/2021,159,G1,,20,,,413.58418,489.44055,0.2747,0,0,,,
9/6/2021 1:39,20210906_grace.txt,Core,Blue Rack 14_B1,Core,6/22/2021,173,G1,,1,,,274.17325,368.22574,14.3161,0,0,,,
9/6/2021 1:56,20210906_grace.txt,Core,Blue Rack 15_B2,Core,6/22/2021,173,G1,,5,,,264.17708,364.29763,451.28499,446.84001,446.84001,,,
9/6/2021 2:14,20210906_grace.txt,Core,Blue Rack 16_B3,Core,6/22/2021,173,G1,,10,,,315.24295,404.32104,322.96824,314.54209,314.54209,,,
11/30/2021 18:27,grace_box6.txt,Core,2-6-H1,Core,7/6/2021,187,G1,,1,,,284.0284,351.85237,130.94514,0,1.86654,,,
11/30/2021 18:43,grace_box6.txt,Core,2-6-H2,Core,7/6/2021,187,G1,,5,,,147.26022,213.37009,529.77367,515.14216,0.69121,,,
11/30/2021 18:59,grace_box6.txt,Core,2-6-H3,Core,7/6/2021,187,G1,,10,,,117.07702,0,482.14517,467.1817,0.72455,,,
11/30/2021 19:15,grace_box6.txt,Core,2-6-H4,Core,7/20/2021,201,G1,,1,,,363.20202,423.06837,17.94158,0,2.33047,,,
11/30/2021 19:31,grace_box6.txt,Core,2-6-H5,Core,7/20/2021,201,G1,,5,,,249.44701,316.82473,60.97782,0,0.90697,,,
11/30/2021 19:47,grace_box6.txt,Core,2-6-H6,Core,7/20/2021,201,G1,,10,,,197.43524,266.62769,117.99117,0,0.75289,,,
11/30/2021 20:03,grace_box6.txt,Core,2-6-H7,Core,8/3/2021,215,G1,,1,,,147.43011,219.2397,54.67964,0,6.06913,,,
11/30/2021 20:19,grace_box6.txt,Core,2-6-H8,Core,8/3/2021,215,G1,,5,,,130.59755,200.0664,196.70765,0,2.34853,,,
11/30/2021 20:35,grace_box6.txt,Core,2-6-H9,Core,8/3/2021,215,G1,,10,,,156.7148,219.24481,356.12646,341.01376,3.43399,,,
11/30/2021 20:51,grace_box6.txt,Core,2-6-H10,Core,8/18/2021,230,G1,,1,,,135.11319,205.3874,25.28734,0,1.63576,,,
11/30/2021 21:07,grace_box6.txt,Core,2-6-I1,Core,8/18/2021,230,G1,,5,,,151.4626,224.12017,361.75613,343.91594,1.52517,,,
11/30/2021 21:23,grace_box6.txt,Core,2-6-I2,Core,8/18/2021,230,G1,,10,,,154.01439,221.77148,508.35063,498.39501,1.5012,,,
11/30/2021 21:39,grace_box6.txt,Core,2-6-I3,Core,8/18/2021,230,G1,,15,,,162.56197,229.21167,846.95372,835.15796,1.58965,,,
11/30/2021 21:55,grace_box6.txt,Core,2-6-I4,Core,8/18/2021,230,G1,,20,,,162.28167,230.29906,814.12796,803.70004,1.50223,,,
11/30/2021 22:11,grace_box6.txt,Core,2-6-I5,Core,8/31/2021,243,G1,,1,,,1163.6795,1151.22408,97.92894,0,3.64999,,,
11/30/2021 22:27,grace_box6.txt,Core,2-6-I6,Core,8/31/2021,243,G1,,5,,,1329.99244,1296.77143,70.63161,0,8.80018,,,
11/30/2021 22:43,grace_box6.txt,Core,2-6-I7,Core,8/31/2021,243,G1,,10,,,2366.4861,2222.0714,32.6109,0,9.96509,,,
11/30/2021 22:59,grace_box6.txt,Core,2-6-I8,Core,8/31/2021,243,G1,,15,,,1963.1486,1881.35726,98.42506,0,3.8477,,,
11/30/2021 23:15,grace_box6.txt,Core,2-6-I9,Core,9/13/2021,256,G1,,1,,,1393.7042,1360.71351,16.03267,0,4.77125,,,
11/30/2021 23:31,grace_box6.txt,Core,2-6-I10,Core,9/13/2021,256,G1,,5,,,2111.43236,2012.55676,25.84112,0,2.93181,,,
11/30/2021 23:47,grace_box6.txt,Core,2-6-J1,Core,9/13/2021,256,G1,,10,,,1797.75175,1721.88359,155.56017,0,13.0651,,,
12/1/2021 0:03,grace_box6.txt,Core,2-6-J2,Core,9/13/2021,256,G1,,15,,,2058.50201,1960.02842,11.86699,0,10.2749,,,
12/1/2021 0:19,grace_box6.txt,Core,2-6-J3,Core,9/13/2021,256,G1,,20,,,633.56228,677.09408,19.39057,0,5.03309,,,
12/1/2021 0:35,grace_box6.txt,Core,2-6-J4,Core,9/27/2021,270,G1,,1,,,413.43218,467.85245,1.49974,0,0.52373,,,
12/1/2021 0:51,grace_box6.txt,Core,2-6-J5,Core,9/27/2021,270,G1,,5,,,410.73506,472.413,1.28256,0,0.51669,,,
12/1/2021 1:07,grace_box6.txt,Core,2-6-J6,Core,9/27/2021,270,G1,,10,,,521.67022,570.66063,1.59699,0,0.50526,,,
12/1/2021 1:23,grace_box6.txt,Core,2-6-J7,Core,9/27/2021,270,G1,,15,,,405.1188,460.34213,1.4235,0,0.50588,,,
9/5/2021 20:00,20210906_grace.txt,Core,Blue Rack 1_F6,Core,5/30/2021,150,G2,,1,,,502.15077,568.78751,38.69443,0,0,,,
9/5/2021 20:18,20210906_grace.txt,Core,Blue Rack 1_F7,Core,5/30/2021,150,G2,,5,,,188.36742,280.83076,486.71581,483.75833,483.75833,,,
9/5/2021 20:35,20210906_grace.txt,Core,Blue Rack 1_F8,Core,5/30/2021,150,G2,,10,,,194.52225,289.03661,444.01025,447.63732,447.63732,,,
9/5/2021 20:53,20210906_grace.txt,Core,Blue Rack 1_F9,Core,5/30/2021,150,G2,,15,,,228.31767,330.03775,39.2539,0,0,,,
9/5/2021 21:11,20210906_grace.txt,Core,Blue Rack 1_F10,Core,6/8/2021,159,G2,,1,,,232.38735,330.12821,44.93327,0,0,,,
9/5/2021 21:29,20210906_grace.txt,Core,Blue Rack 1_F11,Core,6/8/2021,159,G2,,5,,,246.27247,344.84725,121.46583,0,0,,,
9/5/2021 21:47,20210906_grace.txt,Core,Blue Rack 1_F12,Core,6/8/2021,159,G2,,10,,,249.24757,350.67923,90.3668,0,0,,,
9/5/2021 22:04,20210906_grace.txt,Core,Blue Rack 2_A1,Core,6/8/2021,159,G2,,15,,,383.79086,459.1552,0.53278,0,0,,,
9/5/2021 22:22,20210906_grace.txt,Core,Blue Rack 3_A2,Core,6/22/2021,173,G2,,1,,,248.58739,351.73303,39.07102,0,0,,,
9/5/2021 22:40,20210906_grace.txt,Core,Blue Rack 4_A3,Core,6/22/2021,173,G2,,5,,,314.67938,394.30611,166.34574,0,0,,,
9/5/2021 22:58,20210906_grace.txt,Core,Blue Rack 5_A4,Core,6/22/2021,173,G2,,10,,,249.14335,344.92142,382.36976,378.37416,378.37416,,,
12/1/2021 15:17,grace_box7.txt,Core,2-7-E10,Core,7/20/2021,201,G2,,1,,,991.35771,979.73114,73.16787,0,6.24045,,,
12/1/2021 15:33,grace_box7.txt,Core,2-7-F1,Core,7/20/2021,201,G2,,5,,,181.81521,246.88181,466.06474,448.7891,0.60588,,,
12/1/2021 15:49,grace_box7.txt,Core,2-7-F2,Core,8/3/2021,215,G2,,1,,,189.74693,262.08244,44.16331,0,3.0929,,,
12/1/2021 16:06,grace_box7.txt,Core,2-7-F3,Core,8/3/2021,215,G2,,5,,,186.51595,255.46552,90.31999,0,5.02361,,,
12/1/2021 16:22,grace_box7.txt,Core,2-7-F4,Core,8/3/2021,215,G2,,10,,,175.69293,238.22044,375.73758,363.63484,1.81425,,,
12/1/2021 16:38,grace_box7.txt,Core,2-7-F5,Core,8/18/2021,230,G2,,1,,,146.20223,213.64832,70.38335,0,1.62055,,,
12/1/2021 16:54,grace_box7.txt,Core,2-7-F6,Core,8/18/2021,230,G2,,5,,,142.05684,208.52892,285.20498,271.08764,1.5832,,,
12/1/2021 17:10,grace_box7.txt,Core,2-7-F7,Core,8/18/2021,230,G2,,10,,,155.26924,214.30304,595.59245,577.62069,1.48391,,,
12/1/2021 17:26,grace_box7.txt,Core,2-7-F8,Core,9/13/2021,256,G2,,1,,,2081.69974,1964.69,426.17493,415.55156,11.58613,,,
12/1/2021 17:42,grace_box7.txt,Core,2-7-F9,Core,9/13/2021,256,G2,,5,,,2581.59965,2405.03026,324.52507,312.83018,41.21593,,,
12/1/2021 17:58,grace_box7.txt,Core,2-7-F10,Core,9/13/2021,256,G2,,10,,,2063.47026,1952.72756,412.93892,398.56366,30.76989,,,
12/1/2021 18:14,grace_box7.txt,Core,2-7-G1,Core,9/13/2021,256,G2,,15,,,116.9072,NA,176.04117,NA,3.49707,,,
12/1/2021 18:30,grace_box7.txt,Core,2-7-G2,Core,9/13/2021,256,G2,,20,,,86.99337,NA,96.61114,NA,2.06957,,,
12/1/2021 18:46,grace_box7.txt,Core,2-7-G3,Core,9/27/2021,270,G2,,1,,,385.30933,448.58444,1.58044,0,0.52921,,,
12/1/2021 19:02,grace_box7.txt,Core,2-7-G4,Core,9/27/2021,270,G2,,5,,,396.46005,440.00249,1.4385,0,0.52686,,,
12/1/2021 19:18,grace_box7.txt,Core,2-7-G5,Core,9/27/2021,270,G2,,10,,,395.33675,438.1063,1.67603,0,0.52095,,,
12/1/2021 19:34,grace_box7.txt,Core,2-7-G6,Core,9/27/2021,270,G2,,15,,,392.33187,446.56271,1.28259,0,0.51149,,,
9/6/2021 18:56,grac2_rexroad1.txt,grace,Blue Rack 54_E5,Core,6/15/2021,166,PB0,,1,,,6871.76867,5826.84386,1165.32513,1158.00448,1158.00448,,,
9/6/2021 19:14,grac2_rexroad1.txt,grace,Blue Rack 55_E6,Core,6/15/2021,166,PB0,,5,,,7506.06282,6358.33157,1691.61493,1683.88633,1683.88633,,,
9/6/2021 19:31,grac2_rexroad1.txt,grace,Blue Rack 56_E7,Core,6/15/2021,166,PB0,,10,,,9311.53978,7846.68188,2341.6552,2333.7674,2333.7674,,,
9/6/2021 19:49,grac2_rexroad1.txt,grace,Blue Rack 57_E8,Core,6/15/2021,166,PB0,,15,,,9388.42648,7910.81078,1715.21692,1704.95856,1704.95856,,,
9/6/2021 20:07,grac2_rexroad1.txt,grace,Blue Rack 58_E9,Core,6/15/2021,166,PB0,,20,,,11030.88832,9278.24066,2585.80272,2578.89716,2578.89716,,,
11/23/2021 19:51,grace_box8.txt,Core,2-8-B3,Core,6/29/2021,180,PB0,,1,,,630.48638,671.22369,653.4867,670.78796,9.90641,,,
11/23/2021 20:06,grace_box8.txt,Core,2-8-B4,Core,6/29/2021,180,PB0,,5,,,950.60858,971.29299,1108.63315,1132.43894,3.06935,,,
11/23/2021 20:22,grace_box8.txt,Core,2-8-B5,Core,6/29/2021,180,PB0,,10,,,1208.43647,1212.23547,1259.83935,1288.44088,2.12182,,,
11/23/2021 20:37,grace_box8.txt,Core,2-8-B6,Core,6/29/2021,180,PB0,,15,,,1181.90602,1183.56571,1094.52289,1128.52685,2.06788,,,
11/23/2021 20:52,grace_box8.txt,Core,2-8-B7,Core,6/29/2021,180,PB0,,20,,,881.32459,921.60526,903.42979,924.25137,1.10007,,,
11/24/2021 13:52,grace_box1.txt,Core,2-1-A9,Core,7/13/2021,194,PB0,,1,,,518.35542,573.68778,628.085,609.55236,6.65955,,,
11/24/2021 14:07,grace_box1.txt,Core,2-1-A10,Core,7/13/2021,194,PB0,,5,,,627.27225,665.2016,854.29463,829.96375,1.16431,,,
11/24/2021 14:23,grace_box1.txt,Core,2-1-B1,Core,7/13/2021,194,PB0,,10,,,1799.30795,1715.56323,2456.83771,2436.72338,6.43914,,,
11/24/2021 14:39,grace_box1.txt,Core,2-1-B2,Core,7/13/2021,194,PB0,,15,,,1632.98719,1557.82447,2844.00757,2823.23304,9.09604,,,
11/24/2021 14:55,grace_box1.txt,Core,2-1-B3,Core,7/13/2021,194,PB0,,20,,,13393.27406,12077.6557,1663.38134,1640.81021,26.95038,,,
11/24/2021 15:10,grace_box1.txt,Core,2-1-B4,Core,7/27/2021,208,PB0,,1,,,12599.89036,11357.01756,1987.89272,1965.51333,29.45779,,,
11/24/2021 15:26,grace_box1.txt,Core,2-1-B5,Core,7/27/2021,208,PB0,,5,,,12424.62447,11199.44155,1626.0814,1609.69463,32.1579,,,
11/24/2021 15:42,grace_box1.txt,Core,2-1-B6,Core,7/27/2021,208,PB0,,10,,,3128.31242,2898.39901,3219.10902,3200.70653,14.53151,,,
11/24/2021 15:57,grace_box1.txt,Core,2-1-B7,Core,7/27/2021,208,PB0,,15,,,8520.58689,7703.63651,1278.62912,1266.838,49.17164,,,
11/24/2021 16:13,grace_box1.txt,Core,2-1-B8,Core,7/27/2021,208,PB0,,20,,,1389.6288,1354.31966,1891.15715,1880.90516,0.70119,,,
11/24/2021 16:29,grace_box1.txt,Core,2-1-B9,Core,8/10/2021,222,PB0,,1,,,2118.10695,1993.61756,2577.56239,2560.68322,0.44988,,,
11/24/2021 16:45,grace_box1.txt,Core,2-1-B10,Core,8/10/2021,222,PB0,,5,,,1118.02012,1102.97803,1288.51235,1270.24485,2.39233,,,
11/24/2021 17:00,grace_box1.txt,Core,2-1-C1,Core,8/10/2021,222,PB0,,10,,,9824.09499,8876.46456,1691.2782,1668.96453,2.67405,,,
11/24/2021 17:16,grace_box1.txt,Core,2-1-C2,Core,8/10/2021,222,PB0,,15,,,6157.61845,5617.00488,781.44453,771.08423,-0.04237,,,
11/24/2021 17:32,grace_box1.txt,Core,2-1-C3,Core,8/10/2021,222,PB0,,20,,,2912.23304,2708.77834,1823.78985,1809.36948,1.44195,,,
11/24/2021 17:48,grace_box1.txt,Core,2-1-C4,Core,8/25/2021,237,PB0,,1,,,3781.84538,3489.91554,2597.68689,2571.33447,1.28343,,,
11/24/2021 18:03,grace_box1.txt,Core,2-1-C5,Core,8/25/2021,237,PB0,,5,,,3095.33397,2870.25192,2627.07034,2599.12491,1.07412,,,
11/24/2021 18:19,grace_box1.txt,Core,2-1-C6,Core,8/25/2021,237,PB0,,10,,,1059.91145,1047.17743,2053.11119,2036.31905,5.27507,,,
11/24/2021 18:35,grace_box1.txt,Core,2-1-C7,Core,8/25/2021,237,PB0,,15,,,687.18313,706.98249,644.53505,627.50323,18.22365,,,
11/24/2021 18:50,grace_box1.txt,Core,2-1-C8,Core,8/25/2021,237,PB0,,20,,,687.00565,711.94789,1001.83456,982.92769,6.0227,,,
9/5/2021 4:51,20210906_grace.txt,Core,Blue Rack 1_B3,Core,6/1/2021,152,PB1,,1,,,3555.95456,3124.3057,1781.70874,1782.94893,1782.94893,,,
9/5/2021 5:09,20210906_grace.txt,Core,Blue Rack 1_B4,Core,6/1/2021,152,PB1,,5,,,902.91761,905.82768,331.12927,328.53161,328.53161,,,
9/5/2021 5:27,20210906_grace.txt,Core,Blue Rack 1_B5,Core,6/1/2021,152,PB1,,10,,,3832.33397,3348.36198,2044.18285,2048.68294,2048.68294,,,
9/5/2021 5:44,20210906_grace.txt,Core,Blue Rack 1_B6,Core,6/1/2021,152,PB1,,15,,,4822.04596,4170.59097,3212.60593,3216.18827,3216.18827,,,
9/5/2021 6:02,20210906_grace.txt,Core,Blue Rack 1_B7,Core,6/1/2021,152,PB1,,20,,,4062.92457,3540.16726,1797.77497,1800.89326,1800.89326,,,
9/5/2021 6:20,20210906_grace.txt,Core,Blue Rack 1_B8,Core,6/15/2021,166,PB1,,1,,,7431.11236,6322.86769,1804.57975,1807.85925,1807.85925,,,
9/5/2021 6:38,20210906_grace.txt,Core,Blue Rack 1_B9,Core,6/15/2021,166,PB1,,5,,,7595.57846,6461.46502,2098.72049,2095.09839,2095.09839,,,
9/5/2021 6:56,20210906_grace.txt,Core,Blue Rack 1_B10,Core,6/15/2021,166,PB1,,10,,,7999.91589,6804.83328,2027.59667,2031.07781,2031.07781,,,
9/5/2021 7:14,20210906_grace.txt,Core,Blue Rack 1_B11,Core,6/15/2021,166,PB1,,15,,,6801.71757,5810.44765,1704.95649,1697.78652,1697.78652,,,
9/5/2021 7:31,20210906_grace.txt,Core,Blue Rack 1_B12,Core,6/15/2021,166,PB1,,20,,,3881.69099,3385.76473,511.98736,512.92595,512.92595,,,
11/23/2021 21:07,grace_box8.txt,Core,2-8-B8,Core,6/29/2021,180,PB1,,1,,,189.429,259.39442,535.246,550.2786,2.223,,,
11/23/2021 21:23,grace_box8.txt,Core,2-8-C1,Core,6/29/2021,180,PB1,,5,,,1074.68774,1090.45684,1278.94398,1308.44967,0.71602,,,
11/23/2021 21:38,grace_box8.txt,Core,2-8-C2,Core,6/29/2021,180,PB1,,10,,,1115.71988,1116.37879,1491.46002,1523.27757,0.70141,,,
11/23/2021 21:53,grace_box8.txt,Core,2-8-C3,Core,6/29/2021,180,PB1,,15,,,1118.22447,1124.25498,966.02271,988.63265,0.96694,,,
11/23/2021 22:08,grace_box8.txt,Core,2-8-C4,Core,6/29/2021,180,PB1,,20,,,1089.51344,1099.02029,1261.27427,1260.89891,1.08148,,,
